geoid,geoid2,geodisplay,naicsid,establishment_type,op_type,tax_type,year,est_count,receipts,op_exp,payroll,q1payroll,employees,receipts_from_admin,receipts_from_estimate
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Type of operation or tax status code,Meaning of Type of operation or tax status code,Year,Number of establishments,"Receipts/Revenue ($1,000)","Operating expenses ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12,Percent of receipts/revenue from administrative records (%),Percent of receipts/revenue estimated (%)
330M200US300,300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",611699,All other miscellaneous schools and instruction,T,Establishments subject to federal income tax,2012,20,D,N,D,D,b,D,D
330M200US300,300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",611699,All other miscellaneous schools and instruction,Y,Establishments exempt from federal income tax,2012,2,D,D,D,D,a,D,D
330M200US300,300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",6117,Educational support services,A,All establishments,2012,36,D,N,D,D,c,D,D
330M200US300,300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",6117,Educational support services,T,Establishments subject to federal income tax,2012,31,D,N,D,D,b,D,D
330M200US300,300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",6117,Educational support services,Y,Establishments exempt from federal income tax,2012,5,D,D,D,D,b,D,D
330M200US300,300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",61171,Educational support services,A,All establishments,2012,36,D,N,D,D,c,D,D
330M200US300,300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",61171,Educational support services,T,Establishments subject to federal income tax,2012,31,D,N,D,D,b,D,D
330M200US300,300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",61171,Educational support services,Y,Establishments exempt from federal income tax,2012,5,D,D,D,D,b,D,D
330M200US300,300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",611710,Educational support services,A,All establishments,2012,36,D,N,D,D,c,D,D
330M200US300,300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",611710,Educational support services,T,Establishments subject to federal income tax,2012,31,D,N,D,D,b,D,D
330M200US300,300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",611710,Educational support services,Y,Establishments exempt from federal income tax,2012,5,D,D,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61,Educational services,A,All establishments,2012,63,10253,N,3392,771,237,42.8,19.3
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61,Educational services,T,Establishments subject to federal income tax,2012,48,6688,N,1882,387,187,44.3,15.8
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61,Educational services,Y,Establishments exempt from federal income tax,2012,15,3565,3949,1510,384,50,40,25.6
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611,Educational services,A,All establishments,2012,63,10253,N,3392,771,237,42.8,19.3
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611,Educational services,T,Establishments subject to federal income tax,2012,48,6688,N,1882,387,187,44.3,15.8
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611,Educational services,Y,Establishments exempt from federal income tax,2012,15,3565,3949,1510,384,50,40,25.6
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6114,Business schools and computer and management training,A,All establishments,2012,7,2288,N,1033,257,24,7.6,46.1
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6114,Business schools and computer and management training,T,Establishments subject to federal income tax,2012,3,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6114,Business schools and computer and management training,Y,Establishments exempt from federal income tax,2012,4,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61142,Computer training,A,All establishments,2012,2,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61142,Computer training,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61142,Computer training,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611420,Computer training,A,All establishments,2012,2,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611420,Computer training,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611420,Computer training,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61143,Professional and management development training,A,All establishments,2012,5,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61143,Professional and management development training,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61143,Professional and management development training,Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611430,Professional and management development training,A,All establishments,2012,5,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611430,Professional and management development training,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611430,Professional and management development training,Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6115,Technical and trade schools,A,All establishments,2012,10,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6115,Technical and trade schools,T,Establishments subject to federal income tax,2012,8,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6115,Technical and trade schools,Y,Establishments exempt from federal income tax,2012,2,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61151,Technical and trade schools,A,All establishments,2012,10,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61151,Technical and trade schools,T,Establishments subject to federal income tax,2012,8,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61151,Technical and trade schools,Y,Establishments exempt from federal income tax,2012,2,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611511,Cosmetology and barber schools,A,All establishments,2012,4,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611511,Cosmetology and barber schools,T,Establishments subject to federal income tax,2012,4,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611512,Flight training,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611512,Flight training,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611513,Apprenticeship training,A,All establishments,2012,2,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611513,Apprenticeship training,Y,Establishments exempt from federal income tax,2012,2,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611519,Other technical and trade schools,A,All establishments,2012,3,211,N,60,14,4,80.1,0
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611519,Other technical and trade schools,T,Establishments subject to federal income tax,2012,3,211,N,60,14,4,80.1,0
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6116,Other schools and instruction,A,All establishments,2012,45,6506,N,2053,439,191,51.7,9.9
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6116,Other schools and instruction,T,Establishments subject to federal income tax,2012,36,D,N,D,D,c,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6116,Other schools and instruction,Y,Establishments exempt from federal income tax,2012,9,D,D,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61161,Fine arts schools,A,All establishments,2012,20,2399,N,776,176,97,61.4,3.5
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61161,Fine arts schools,T,Establishments subject to federal income tax,2012,15,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61161,Fine arts schools,Y,Establishments exempt from federal income tax,2012,5,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611610,Fine arts schools,A,All establishments,2012,20,2399,N,776,176,97,61.4,3.5
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611610,Fine arts schools,T,Establishments subject to federal income tax,2012,15,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611610,Fine arts schools,Y,Establishments exempt from federal income tax,2012,5,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6116101,Dance schools (including children's and professionals'),A,All establishments,2012,15,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6116101,Dance schools (including children's and professionals'),T,Establishments subject to federal income tax,2012,13,1300,N,317,71,57,79.2,4.9
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6116101,Dance schools (including children's and professionals'),Y,Establishments exempt from federal income tax,2012,2,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6116102,"Art, drama, and music schools",A,All establishments,2012,5,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6116102,"Art, drama, and music schools",T,Establishments subject to federal income tax,2012,2,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6116102,"Art, drama, and music schools",Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61162,Sports and recreation instruction,A,All establishments,2012,14,2176,N,521,101,49,46.2,17.1
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61162,Sports and recreation instruction,T,Establishments subject to federal income tax,2012,13,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61162,Sports and recreation instruction,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611620,Sports and recreation instruction,A,All establishments,2012,14,2176,N,521,101,49,46.2,17.1
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611620,Sports and recreation instruction,T,Establishments subject to federal income tax,2012,13,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611620,Sports and recreation instruction,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61163,Language schools,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61163,Language schools,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611630,Language schools,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611630,Language schools,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61169,All other schools and instruction,A,All establishments,2012,10,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61169,All other schools and instruction,T,Establishments subject to federal income tax,2012,7,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61169,All other schools and instruction,Y,Establishments exempt from federal income tax,2012,3,724,594,318,82,10,100,0
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611691,Exam preparation and tutoring,A,All establishments,2012,6,D,N,D,D,b,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611691,Exam preparation and tutoring,T,Establishments subject to federal income tax,2012,4,560,N,215,54,26,0,34.1
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611691,Exam preparation and tutoring,Y,Establishments exempt from federal income tax,2012,2,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611692,Automobile driving schools,A,All establishments,2012,2,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611692,Automobile driving schools,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611699,All other miscellaneous schools and instruction,A,All establishments,2012,2,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611699,All other miscellaneous schools and instruction,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611699,All other miscellaneous schools and instruction,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6117,Educational support services,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",6117,Educational support services,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61171,Educational support services,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",61171,Educational support services,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611710,Educational support services,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US304,304,"Johnson City-Kingsport-Bristol, TN-VA CSA",611710,Educational support services,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61,Educational services,A,All establishments,2012,19,D,N,D,D,c,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61,Educational services,T,Establishments subject to federal income tax,2012,15,D,N,D,D,c,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61,Educational services,Y,Establishments exempt from federal income tax,2012,4,D,D,D,D,b,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611,Educational services,A,All establishments,2012,19,D,N,D,D,c,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611,Educational services,T,Establishments subject to federal income tax,2012,15,D,N,D,D,c,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611,Educational services,Y,Establishments exempt from federal income tax,2012,4,D,D,D,D,b,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6114,Business schools and computer and management training,A,All establishments,2012,2,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6114,Business schools and computer and management training,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61142,Computer training,A,All establishments,2012,2,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61142,Computer training,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611420,Computer training,A,All establishments,2012,2,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611420,Computer training,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6115,Technical and trade schools,A,All establishments,2012,4,D,N,D,D,b,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6115,Technical and trade schools,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6115,Technical and trade schools,Y,Establishments exempt from federal income tax,2012,2,D,D,D,D,b,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61151,Technical and trade schools,A,All establishments,2012,4,D,N,D,D,b,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61151,Technical and trade schools,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61151,Technical and trade schools,Y,Establishments exempt from federal income tax,2012,2,D,D,D,D,b,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611511,Cosmetology and barber schools,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611511,Cosmetology and barber schools,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611513,Apprenticeship training,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611513,Apprenticeship training,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611519,Other technical and trade schools,A,All establishments,2012,2,D,N,D,D,b,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611519,Other technical and trade schools,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611519,Other technical and trade schools,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6116,Other schools and instruction,A,All establishments,2012,12,D,N,D,D,c,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6116,Other schools and instruction,T,Establishments subject to federal income tax,2012,11,D,N,D,D,c,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6116,Other schools and instruction,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61161,Fine arts schools,A,All establishments,2012,5,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61161,Fine arts schools,T,Establishments subject to federal income tax,2012,5,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611610,Fine arts schools,A,All establishments,2012,5,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611610,Fine arts schools,T,Establishments subject to federal income tax,2012,5,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6116101,Dance schools (including children's and professionals'),A,All establishments,2012,5,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6116101,Dance schools (including children's and professionals'),T,Establishments subject to federal income tax,2012,5,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61162,Sports and recreation instruction,A,All establishments,2012,3,541,N,139,30,25,85,15
330M200US306,306,"Johnstown-Somerset, PA CSA",61162,Sports and recreation instruction,T,Establishments subject to federal income tax,2012,3,541,N,139,30,25,85,15
330M200US306,306,"Johnstown-Somerset, PA CSA",611620,Sports and recreation instruction,A,All establishments,2012,3,541,N,139,30,25,85,15
330M200US306,306,"Johnstown-Somerset, PA CSA",611620,Sports and recreation instruction,T,Establishments subject to federal income tax,2012,3,541,N,139,30,25,85,15
330M200US306,306,"Johnstown-Somerset, PA CSA",61169,All other schools and instruction,A,All establishments,2012,4,3612,N,2040,455,99,7.7,0
330M200US306,306,"Johnstown-Somerset, PA CSA",61169,All other schools and instruction,T,Establishments subject to federal income tax,2012,3,D,N,D,D,b,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61169,All other schools and instruction,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611691,Exam preparation and tutoring,A,All establishments,2012,3,D,N,D,D,b,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611691,Exam preparation and tutoring,T,Establishments subject to federal income tax,2012,2,D,N,D,D,b,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611691,Exam preparation and tutoring,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611692,Automobile driving schools,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611692,Automobile driving schools,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6117,Educational support services,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",6117,Educational support services,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61171,Educational support services,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",61171,Educational support services,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611710,Educational support services,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US306,306,"Johnstown-Somerset, PA CSA",611710,Educational support services,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61,Educational services,A,All establishments,2012,19,D,N,D,D,b,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61,Educational services,T,Establishments subject to federal income tax,2012,16,D,N,D,D,b,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61,Educational services,Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,b,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611,Educational services,A,All establishments,2012,19,D,N,D,D,b,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611,Educational services,T,Establishments subject to federal income tax,2012,16,D,N,D,D,b,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611,Educational services,Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,b,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",6115,Technical and trade schools,A,All establishments,2012,7,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",6115,Technical and trade schools,T,Establishments subject to federal income tax,2012,7,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61151,Technical and trade schools,A,All establishments,2012,7,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61151,Technical and trade schools,T,Establishments subject to federal income tax,2012,7,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611511,Cosmetology and barber schools,A,All establishments,2012,3,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611511,Cosmetology and barber schools,T,Establishments subject to federal income tax,2012,3,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611512,Flight training,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611512,Flight training,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611513,Apprenticeship training,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611513,Apprenticeship training,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611519,Other technical and trade schools,A,All establishments,2012,2,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611519,Other technical and trade schools,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",6116,Other schools and instruction,A,All establishments,2012,10,D,N,D,D,b,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",6116,Other schools and instruction,T,Establishments subject to federal income tax,2012,8,D,N,D,D,b,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",6116,Other schools and instruction,Y,Establishments exempt from federal income tax,2012,2,D,D,D,D,b,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61161,Fine arts schools,A,All establishments,2012,2,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61161,Fine arts schools,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611610,Fine arts schools,A,All establishments,2012,2,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611610,Fine arts schools,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",6116101,Dance schools (including children's and professionals'),A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",6116101,Dance schools (including children's and professionals'),T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",6116102,"Art, drama, and music schools",A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",6116102,"Art, drama, and music schools",T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61162,Sports and recreation instruction,A,All establishments,2012,4,894,N,261,65,39,49.2,2.6
330M200US308,308,"Jonesboro-Paragould, AR CSA",61162,Sports and recreation instruction,T,Establishments subject to federal income tax,2012,3,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61162,Sports and recreation instruction,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,b,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611620,Sports and recreation instruction,A,All establishments,2012,4,894,N,261,65,39,49.2,2.6
330M200US308,308,"Jonesboro-Paragould, AR CSA",611620,Sports and recreation instruction,T,Establishments subject to federal income tax,2012,3,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611620,Sports and recreation instruction,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,b,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61163,Language schools,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61163,Language schools,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611630,Language schools,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611630,Language schools,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61169,All other schools and instruction,A,All establishments,2012,3,306,N,83,23,14,22.5,0
330M200US308,308,"Jonesboro-Paragould, AR CSA",61169,All other schools and instruction,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",61169,All other schools and instruction,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611691,Exam preparation and tutoring,A,All establishments,2012,3,306,N,83,23,14,22.5,0
330M200US308,308,"Jonesboro-Paragould, AR CSA",611691,Exam preparation and tutoring,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US308,308,"Jonesboro-Paragould, AR CSA",611691,Exam preparation and tutoring,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
